,PREDDEG,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_MEN
1536,3.0,2.0,1463.0,0.7423,0.0779,0.0677,0.0171,0.0021,0.0,0.0212,0.0718,0.0,0.3821
1537,2.0,1.0,11244.0,0.604,0.1005,0.1502,0.0381,0.005,0.001,0.0309,0.0,0.0703,0.4238
1538,3.0,1.0,19239.0,0.8127,0.0416,0.0628,0.0269,0.0036,0.0009,0.0379,0.0108,0.0028,0.3896
1539,3.0,2.0,155.0,0.6774,0.2387,0.0129,0.0129,0.0065,0.0,0.0129,0.0129,0.0258,0.5355
1540,2.0,1.0,9277.0,0.551,0.1803,0.0234,0.0303,0.0031,0.0016,0.0545,0.0188,0.1369,0.404
1541,3.0,2.0,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5077
1542,3.0,2.0,3055.0,0.7964,0.0334,0.0779,0.0206,0.001,0.0003,0.036,0.0236,0.0108,0.3843
1543,2.0,1.0,2989.0,0.7193,0.1017,0.0599,0.0064,0.0013,0.0003,0.0445,0.0003,0.0662,0.3322
1544,3.0,2.0,1226.0,0.6101,0.0465,0.1558,0.0644,0.0016,0.0008,0.0579,0.0408,0.022,0.4396
1545,2.0,1.0,5574.0,0.6681,0.1236,0.0861,0.0199,0.0083,0.0004,0.0533,0.0097,0.0307,0.437
1546,2.0,1.0,2666.0,0.7183,0.0829,0.0604,0.021,0.006,0.0019,0.048,0.0041,0.0574,0.2712
1547,2.0,1.0,938.0,0.8881,0.0213,0.0384,0.0032,0.0075,0.0011,0.033,0.0,0.0075,0.2889
1548,1.0,3.0,105.0,0.6476,0.2952,0.0476,0.0,0.0,0.0,0.0,0.0,0.0095,0.019
1549,2.0,1.0,2354.0,0.6338,0.1538,0.1054,0.0149,0.0038,0.0025,0.0438,0.0,0.0421,0.3432
1550,3.0,1.0,1593.0,0.4777,0.0082,0.0126,0.0069,0.0578,0.0,0.0,0.0132,0.4237,0.4507
1551,2.0,1.0,8899.0,0.6772,0.1061,0.0942,0.03,0.0042,0.002,0.0454,0.0061,0.0349,0.4306
1552,3.0,2.0,1906.0,0.6516,0.1159,0.043,0.0268,0.0026,0.001,0.0247,0.0981,0.0362,0.7135
1553,1.0,3.0,23.0,0.8261,0.1304,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0435
1554,2.0,1.0,15270.0,0.6824,0.1322,0.037,0.0611,0.0039,0.0007,0.0295,0.0024,0.0507,0.4155
1555,3.0,2.0,1954.0,0.6453,0.0937,0.0486,0.0266,0.002,0.0,0.0394,0.1085,0.0358,0.3373
1556,3.0,2.0,842.0,0.6496,0.2078,0.0356,0.0131,0.0095,0.0036,0.0202,0.0273,0.0333,0.38
1557,3.0,1.0,32063.0,0.5323,0.0394,0.0734,0.1709,0.0011,0.0003,0.0504,0.0816,0.0505,0.4879
1558,1.0,2.0,135.0,0.0444,0.8963,0.037,0.0,0.0,0.0,0.0074,0.0,0.0148,0.7926
1559,3.0,1.0,38424.0,0.6778,0.0729,0.061,0.0729,0.0017,0.0006,0.0369,0.0557,0.0205,0.4842
1560,3.0,1.0,5701.0,0.8602,0.0109,0.0282,0.0214,0.0035,0.0004,0.0377,0.0082,0.0295,0.7104
1561,3.0,1.0,6193.0,0.668,0.0827,0.0657,0.0927,0.0016,0.0005,0.0436,0.027,0.0182,0.5383
1562,3.0,1.0,4372.0,0.7054,0.1315,0.0643,0.0213,0.0078,0.0011,0.0329,0.013,0.0226,0.3577
1563,2.0,1.0,2160.0,0.831,0.0403,0.0556,0.0069,0.0106,0.0009,0.0407,0.0,0.0139,0.3606
1564,2.0,1.0,1744.0,0.8297,0.043,0.0361,0.0046,0.0057,0.0,0.0258,0.0011,0.0539,0.3767
1565,2.0,1.0,1091.0,0.6425,0.0046,0.0211,0.0018,0.0055,0.0,0.0202,0.0009,0.3034,0.3355
1566,2.0,1.0,2957.0,0.7437,0.0832,0.0835,0.0142,0.0054,0.0007,0.0382,0.0115,0.0196,0.3994
1567,2.0,1.0,1012.0,0.8676,0.0119,0.0316,0.0119,0.0425,0.0,0.0257,0.001,0.0079,0.3014
1568,3.0,1.0,6330.0,0.8577,0.0191,0.0417,0.0073,0.0133,0.0005,0.0414,0.0098,0.0093,0.4179
1569,2.0,1.0,2861.0,0.8085,0.0126,0.0465,0.0094,0.0157,0.0021,0.0374,0.0024,0.0654,0.4666
1570,3.0,2.0,2092.0,0.6941,0.0942,0.0688,0.0182,0.0033,0.0005,0.0339,0.021,0.066,0.5966
1571,2.0,1.0,11978.0,0.5706,0.1898,0.0584,0.028,0.0038,0.0012,0.0421,0.0626,0.0437,0.4315
1572,3.0,1.0,13538.0,0.7091,0.0844,0.0474,0.0558,0.0021,0.0015,0.0369,0.0188,0.0439,0.4221
1573,3.0,2.0,838.0,0.685,0.1862,0.0585,0.0036,0.0,0.0,0.0513,0.006,0.0095,0.5823
1574,1.0,3.0,54.0,0.5556,0.2963,0.0185,0.1296,0.0,0.0,0.0,0.0,0.0,0.0
1575,3.0,2.0,92.0,0.5109,0.087,0.0652,0.0435,0.0,0.0109,0.0761,0.0109,0.1957,0.3587
1576,1.0,3.0,87.0,0.3563,0.1494,0.0805,0.0,0.0,0.0,0.023,0.0,0.3908,0.046
1577,1.0,3.0,114.0,0.1842,0.5351,0.0439,0.0088,0.0,0.0,0.0351,0.0351,0.1579,0.0263
1578,1.0,3.0,111.0,0.2523,0.5135,0.018,0.0,0.0,0.0,0.027,0.0,0.1892,0.0721
1579,1.0,2.0,160.0,0.3875,0.0125,0.1813,0.0313,0.0,0.0,0.0,0.1875,0.2,0.65
1580,3.0,1.0,6522.0,0.7596,0.0774,0.0531,0.01,0.0032,0.0002,0.0379,0.0293,0.0294,0.3583
1581,2.0,1.0,7440.0,0.5906,0.1827,0.0599,0.0397,0.0031,0.0008,0.0392,0.0176,0.0664,0.4062
1582,3.0,2.0,1640.0,0.6506,0.1128,0.0738,0.0104,0.0055,0.0006,0.0433,0.0311,0.072,0.4317
1583,2.0,1.0,2198.0,0.8467,0.0309,0.0405,0.0068,0.0159,0.0005,0.0141,0.0014,0.0432,0.3308
1584,2.0,1.0,1289.0,0.6594,0.1334,0.0559,0.0163,0.0093,0.0031,0.0458,0.0008,0.076,0.3553
1585,3.0,2.0,1109.0,0.7457,0.0667,0.0523,0.0126,0.0045,0.0018,0.037,0.018,0.0613,0.3201
1586,1.0,1.0,118.0,0.839,0.0932,0.0254,0.0085,0.0,0.0,0.0339,0.0,0.0,0.8051
1587,3.0,2.0,400.0,0.5625,0.1225,0.08,0.005,0.015,0.0,0.04,0.0025,0.1725,0.6075
1588,4.0,2.0,,,,,,,,,,,
1589,1.0,3.0,261.0,0.7586,0.1303,0.0536,0.0038,0.0,0.0038,0.0498,0.0,0.0,0.0268
1590,3.0,2.0,634.0,0.8044,0.0505,0.0379,0.0521,0.0,0.0016,0.0126,0.0252,0.0158,0.541
1591,1.0,1.0,8404.0,0.6312,0.1668,0.0713,0.0296,0.0043,0.001,0.0595,0.0162,0.0201,0.4221
1592,2.0,1.0,9036.0,0.1537,0.684,0.018,0.0083,0.0039,0.001,0.047,0.0027,0.0813,0.3149
1593,3.0,1.0,16530.0,0.5475,0.1584,0.0651,0.1275,0.0024,0.0005,0.0578,0.0169,0.024,0.4074
1594,2.0,1.0,683.0,0.8111,0.0132,0.1054,0.0088,0.0073,0.0,0.0366,0.0044,0.0132,0.3426
1595,1.0,3.0,96.0,0.8021,0.0521,0.0729,0.0208,0.0104,0.0104,0.0208,0.0,0.0104,0.0417
1596,3.0,1.0,14286.0,0.6889,0.0888,0.0846,0.0225,0.0036,0.0005,0.0365,0.0544,0.0202,0.5024
1597,4.0,2.0,,,,,,,,,,,
1598,3.0,3.0,82.0,0.5732,0.0122,0.0122,0.0366,0.0244,0.0,0.0,0.0,0.3415,0.9146
1599,2.0,1.0,1255.0,0.8916,0.0143,0.047,0.0104,0.004,0.0016,0.0223,0.0008,0.008,0.5044
1600,1.0,1.0,1493.0,0.6792,0.1206,0.061,0.0516,0.006,0.0007,0.0549,0.0007,0.0255,0.4561
1601,2.0,1.0,4288.0,0.649,0.1488,0.0637,0.0732,0.0054,0.0007,0.049,0.0035,0.0068,0.371
1602,3.0,2.0,2346.0,0.4054,0.234,0.1347,0.1061,0.0072,0.0013,0.0567,0.0226,0.032,0.442
1603,1.0,1.0,1951.0,0.6545,0.0702,0.1671,0.0405,0.0026,0.0021,0.0277,0.0077,0.0277,0.4787
1604,2.0,1.0,567.0,0.806,0.0229,0.03,0.0088,0.067,0.0018,0.0547,0.0018,0.0071,0.3263
1605,3.0,1.0,3508.0,0.8093,0.0282,0.0294,0.0171,0.0359,0.0006,0.0527,0.0188,0.008,0.4265
1606,3.0,2.0,659.0,0.6313,0.0334,0.0561,0.0349,0.003,0.0015,0.0364,0.1973,0.0061,0.4613
1607,3.0,2.0,2298.0,0.8011,0.0448,0.0583,0.0461,0.0035,0.0013,0.0331,0.003,0.0087,0.3943
1608,2.0,1.0,1624.0,0.8399,0.0468,0.0296,0.0111,0.0216,0.0,0.0376,0.0018,0.0117,0.4637
1609,3.0,2.0,2008.0,0.5408,0.0627,0.0896,0.0991,0.001,0.0,0.0817,0.1026,0.0224,0.491
1610,3.0,2.0,1862.0,0.7889,0.0338,0.0242,0.0247,0.0086,0.0016,0.0183,0.0639,0.036,0.4441
1611,3.0,2.0,2985.0,0.5662,0.136,0.0814,0.1042,0.0044,0.0037,0.0456,0.0241,0.0345,0.3457
1612,1.0,1.0,2072.0,0.654,0.1168,0.1033,0.0492,0.0048,0.0005,0.0458,0.0024,0.0232,0.5541
1613,3.0,2.0,736.0,0.9226,0.0095,0.0109,0.0095,0.0014,0.0027,0.0217,0.0204,0.0014,0.4932
1614,2.0,1.0,2719.0,0.836,0.0298,0.0434,0.0129,0.011,0.0,0.05,0.0096,0.0074,0.4446
1615,1.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,2.0,1.0,3175.0,0.7112,0.1263,0.063,0.023,0.0167,0.0016,0.0488,0.0038,0.0057,0.3997
1617,1.0,1.0,1745.0,0.714,0.0963,0.1112,0.0223,0.008,0.0,0.0223,0.0109,0.0149,0.5668
1618,3.0,2.0,2251.0,0.7956,0.0324,0.0489,0.04,0.0013,0.0009,0.0373,0.0364,0.0071,0.4363
1619,3.0,2.0,1787.0,0.5775,0.1114,0.1192,0.0839,0.005,0.0017,0.0699,0.0062,0.0252,0.3621
1620,4.0,2.0,,,,,,,,,,,
1621,1.0,1.0,2966.0,0.4895,0.2465,0.092,0.1076,0.0024,0.0007,0.0448,0.0067,0.0098,0.644
1622,2.0,1.0,649.0,0.8105,0.0678,0.0524,0.0139,0.0108,0.0,0.037,0.0031,0.0046,0.4068
1623,1.0,3.0,618.0,0.6505,0.1149,0.068,0.0356,0.0162,0.0049,0.0955,0.0016,0.0129,0.055
1624,2.0,1.0,2422.0,0.5656,0.1693,0.1457,0.0508,0.005,0.0004,0.0528,0.0033,0.007,0.3893
1625,2.0,1.0,606.0,0.7178,0.1535,0.0462,0.0017,0.0033,0.0017,0.0594,0.0132,0.0033,0.5776
1626,4.0,2.0,,,,,,,,,,,
1627,3.0,2.0,2235.0,0.5485,0.0497,0.0989,0.0805,0.0036,0.0009,0.0805,0.1333,0.004,0.4331
1628,2.0,1.0,1970.0,0.6766,0.1132,0.1376,0.0137,0.001,0.0,0.0259,0.0264,0.0056,0.4218
1629,3.0,1.0,11500.0,0.7176,0.0607,0.0512,0.037,0.0031,0.0004,0.0352,0.0891,0.0057,0.4637
1630,1.0,2.0,258.0,0.7364,0.0659,0.0814,0.0891,0.0039,0.0039,0.0,0.0,0.0194,0.2209
1631,1.0,1.0,582.0,0.6993,0.1375,0.0515,0.0052,0.0361,0.0017,0.0584,0.0017,0.0086,0.5223
1632,3.0,1.0,5689.0,0.4314,0.2556,0.0696,0.1665,0.0046,0.0004,0.0403,0.0264,0.0054,0.4166
1633,3.0,1.0,30734.0,0.6284,0.0712,0.0518,0.1181,0.0025,0.0005,0.0459,0.0618,0.0198,0.4603
1634,3.0,1.0,1574.0,0.7541,0.0476,0.0515,0.0413,0.0089,0.0,0.0337,0.0349,0.028,0.432
1635,3.0,2.0,667.0,0.6447,0.0645,0.1004,0.0855,0.024,0.0,0.042,0.021,0.018,0.3148
1636,2.0,1.0,4806.0,0.3697,0.3265,0.1305,0.0537,0.0137,0.0008,0.0689,0.0187,0.0175,0.407
1637,3.0,2.0,746.0,0.4812,0.2319,0.0643,0.1086,0.0054,0.004,0.0349,0.0,0.0697,0.1139
1638,1.0,3.0,189.0,0.4286,0.2328,0.1005,0.1005,0.0265,0.0053,0.0688,0.0,0.037,0.0952
1639,3.0,1.0,8084.0,0.8365,0.0241,0.0364,0.0338,0.0057,0.0001,0.0391,0.0101,0.0142,0.5146
1640,3.0,1.0,1189.0,0.5509,0.0269,0.0656,0.0168,0.1043,0.0,0.1884,0.0345,0.0126,0.4256
1641,1.0,3.0,128.0,0.7578,0.1484,0.0703,0.0234,0.0,0.0,0.0,0.0,0.0,0.0391
1642,3.0,1.0,3778.0,0.8086,0.0492,0.0397,0.0161,0.0061,0.0005,0.0389,0.0349,0.0058,0.378
1643,1.0,1.0,3565.0,0.3526,0.3015,0.0987,0.1599,0.0042,0.0008,0.0561,0.0188,0.0073,0.4006
1644,2.0,1.0,6157.0,0.4577,0.2241,0.1394,0.0944,0.0039,0.0015,0.0528,0.0132,0.0132,0.4414
1645,3.0,2.0,868.0,0.6578,0.0703,0.1233,0.0495,0.0069,0.0012,0.0541,0.0161,0.0207,0.4597
1646,1.0,1.0,1732.0,0.7829,0.0762,0.056,0.0219,0.0156,0.0006,0.0341,0.004,0.0087,0.4319
1647,3.0,2.0,1599.0,0.7961,0.0438,0.0544,0.0356,0.0025,0.0,0.0363,0.0194,0.0119,0.4134
1648,2.0,2.0,249.0,0.2249,0.0281,0.004,0.008,0.012,0.0,0.0,0.0,0.7229,0.257
1649,3.0,2.0,80.0,0.7375,0.0875,0.025,0.0,0.0625,0.0,0.05,0.0375,0.0,0.6125
1650,1.0,1.0,596.0,0.8272,0.0621,0.0386,0.0084,0.0185,0.0,0.0268,0.0,0.0185,0.4161
1651,2.0,1.0,119.0,0.4118,0.1681,0.2353,0.0,0.0336,0.0,0.042,0.0924,0.0168,0.479
1652,2.0,1.0,3384.0,0.6507,0.1504,0.0907,0.0464,0.0021,0.0,0.0461,0.0092,0.0044,0.3608
1653,3.0,2.0,1535.0,0.7987,0.03,0.1023,0.0352,0.0046,0.002,0.0,0.0274,0.0,0.0
1654,2.0,1.0,3083.0,0.7022,0.1683,0.0558,0.0185,0.0032,0.0016,0.036,0.0029,0.0114,0.3964
1655,3.0,1.0,6054.0,0.6378,0.1069,0.0491,0.057,0.0021,0.0003,0.032,0.1113,0.0035,0.4899
1656,3.0,2.0,1533.0,0.7952,0.0457,0.0828,0.0339,0.0104,0.0013,0.0,0.0307,0.0,1.0
1657,3.0,2.0,1216.0,0.6579,0.0814,0.097,0.0296,0.0099,0.0,0.0066,0.028,0.0896,0.4326
1658,3.0,2.0,2955.0,0.6714,0.0332,0.0822,0.0626,0.0007,0.0,0.0426,0.1019,0.0054,0.4223
1659,3.0,2.0,751.0,0.7177,0.0746,0.0879,0.0506,0.0053,0.0,0.0306,0.032,0.0013,0.4887
1660,3.0,2.0,2134.0,0.8102,0.045,0.0366,0.0248,0.0112,0.0009,0.0281,0.0234,0.0197,0.3074
1661,3.0,2.0,6030.0,0.7207,0.0458,0.0703,0.0481,0.0018,0.0008,0.0378,0.0328,0.0418,0.5159
1662,1.0,3.0,144.0,0.2083,0.3125,0.1806,0.0347,0.0,0.0069,0.0417,0.0,0.2153,0.0278
1663,3.0,2.0,2546.0,0.5452,0.1249,0.1229,0.1328,0.0031,0.0031,0.0369,0.0071,0.024,0.0432
1664,2.0,3.0,3553.0,0.4548,0.2674,0.0577,0.0478,0.0037,0.0023,0.0301,0.0,0.1362,0.154
1665,1.0,1.0,3895.0,0.286,0.3566,0.0963,0.1728,0.0049,0.001,0.0483,0.0205,0.0136,0.4408
1666,3.0,1.0,1982.0,0.6953,0.0832,0.0656,0.0247,0.005,0.0045,0.0353,0.0681,0.0182,0.3835
1667,1.0,2.0,409.0,0.1467,0.4474,0.1247,0.0978,0.0269,0.0024,0.11,0.0171,0.0269,0.6846
1668,4.0,2.0,,,,,,,,,,,
1669,2.0,1.0,379.0,0.7441,0.1398,0.0369,0.0053,0.0053,0.0,0.0475,0.0,0.0211,0.686
1670,2.0,2.0,1374.0,0.7227,0.0473,0.056,0.0517,0.0051,0.0044,0.0429,0.0036,0.0662,0.821
1671,2.0,1.0,2184.0,0.7605,0.0485,0.1204,0.0169,0.005,0.0032,0.0334,0.0037,0.0082,0.3933
1672,1.0,1.0,1010.0,0.8366,0.0465,0.0525,0.0149,0.0079,0.0,0.0366,0.0,0.005,0.4525
1673,3.0,1.0,5606.0,0.8336,0.0323,0.0437,0.0328,0.0018,0.0005,0.0342,0.0175,0.0036,0.3329
1674,4.0,2.0,,,,,,,,,,,
1675,2.0,1.0,6270.0,0.518,0.1207,0.1005,0.1882,0.0032,0.0011,0.0464,0.0137,0.0081,0.4158
1676,3.0,1.0,2478.0,0.0186,0.9266,0.0109,0.0012,0.0012,0.0061,0.0,0.0355,0.0,0.3394
1677,3.0,2.0,1632.0,0.3811,0.402,0.0374,0.0129,0.0031,0.0006,0.0245,0.0208,0.1176,0.3248
1678,3.0,2.0,619.0,0.6898,0.1438,0.063,0.0016,0.0081,0.0,0.0258,0.0646,0.0032,0.4766
1679,1.0,3.0,59.0,0.4407,0.3051,0.0508,0.1864,0.0,0.0,0.0169,0.0,0.0,0.2034
1680,2.0,1.0,1308.0,0.0413,0.9373,0.0099,0.0008,0.0038,0.0023,0.0015,0.0031,0.0,0.3922
1681,2.0,1.0,2007.0,0.569,0.3916,0.0214,0.003,0.002,0.0005,0.0095,0.0,0.003,0.4076
1682,3.0,1.0,1716.0,0.5396,0.3607,0.0233,0.0047,0.0023,0.0012,0.0169,0.0355,0.0157,0.4027
1683,2.0,1.0,1654.0,0.5036,0.338,0.0429,0.0048,0.0683,0.0024,0.0212,0.0085,0.0103,0.3978
1684,2.0,1.0,2565.0,0.462,0.4698,0.0253,0.0082,0.0133,0.0,0.0051,0.0,0.0164,0.4394
1685,1.0,3.0,36.0,0.2222,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8056
1686,1.0,3.0,33.0,0.5758,0.3939,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,1.0,1.0,7674.0,0.3242,0.6162,0.0169,0.0027,0.0033,0.0,0.03,0.0,0.0066,0.361
1688,2.0,1.0,3978.0,0.4811,0.4615,0.0231,0.009,0.0018,0.0003,0.0078,0.0,0.0153,0.3233
1689,2.0,1.0,3572.0,0.6604,0.2839,0.0274,0.0045,0.0008,0.0,0.0185,0.0,0.0045,0.3824
1690,3.0,1.0,4742.0,0.0175,0.9439,0.0059,0.0019,0.0032,0.0013,0.0086,0.0177,0.0,0.3496
1691,2.0,1.0,3491.0,0.615,0.336,0.0115,0.0057,0.0077,0.0,0.0218,0.0,0.0023,0.3824
1692,2.0,1.0,2356.0,0.4138,0.4228,0.0229,0.0064,0.0161,0.0013,0.0136,0.0,0.1031,0.2793
1693,3.0,2.0,635.0,0.6031,0.2488,0.0409,0.0283,0.0047,0.0016,0.0,0.0283,0.0441,0.4913
1694,2.0,1.0,1574.0,0.2992,0.655,0.0203,0.0032,0.0013,0.0,0.0,0.0,0.021,0.3577
1695,3.0,1.0,15994.0,0.7754,0.1182,0.0427,0.0208,0.0028,0.0008,0.0241,0.0098,0.0056,0.4235
1696,3.0,1.0,1834.0,0.5556,0.4024,0.0011,0.012,0.0153,0.0011,0.0,0.0125,0.0,0.1816
1697,3.0,1.0,1316.0,0.0152,0.9521,0.0182,0.0046,0.0015,0.0023,0.0053,0.0,0.0008,0.4233
1698,3.0,2.0,2244.0,0.6747,0.1863,0.037,0.0205,0.0036,0.0004,0.0196,0.0334,0.0245,0.4006
1699,1.0,3.0,66.0,0.8636,0.1061,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,2.0,1.0,6633.0,0.5409,0.2512,0.0577,0.0214,0.0038,0.0017,0.0437,0.0,0.0796,0.3802
1701,3.0,1.0,18451.0,0.7333,0.1663,0.0368,0.0161,0.0055,0.0008,0.0242,0.011,0.0059,0.4962
1702,2.0,1.0,2767.0,0.7282,0.2107,0.0307,0.0033,0.0051,0.0004,0.0181,0.0,0.0036,0.3867
1703,2.0,1.0,5212.0,0.5673,0.3383,0.0535,0.0096,0.0019,0.0012,0.0253,0.0,0.0029,0.3736
1704,2.0,1.0,4195.0,0.616,0.3201,0.0148,0.0067,0.0038,0.0,0.0,0.0017,0.0369,0.3521
1705,3.0,2.0,768.0,0.0026,0.9766,0.0052,0.0013,0.0,0.0,0.0,0.0039,0.0104,0.4323
1706,3.0,2.0,86.0,0.3372,0.5698,0.0233,0.0,0.0349,0.0116,0.0233,0.0,0.0,0.7674
1707,2.0,1.0,1468.0,0.5293,0.4114,0.0218,0.0041,0.002,0.0,0.0218,0.0041,0.0054,0.3842
1708,3.0,1.0,10597.0,0.6024,0.2869,0.0392,0.0148,0.0035,0.0011,0.0376,0.0145,0.0,0.3535
1709,3.0,2.0,563.0,0.0089,0.952,0.0036,0.0,0.0053,0.0,0.0124,0.0089,0.0089,0.3801
1710,1.0,3.0,53.0,0.4717,0.5283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189
1711,4.0,2.0,20.0,0.4,0.45,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.45
1712,3.0,2.0,1960.0,0.6107,0.2827,0.024,0.0128,0.0031,0.0,0.0,0.0505,0.0163,0.2878
1713,4.0,2.0,,,,,,,,,,,
1714,3.0,2.0,999.0,0.5005,0.2272,0.1862,0.024,0.007,0.006,0.03,0.019,0.0,0.3904
1715,3.0,2.0,236.0,0.8347,0.0551,0.0297,0.0042,0.0127,0.0,0.0636,0.0,0.0,0.572
1716,1.0,3.0,112.0,0.5714,0.2946,0.0804,0.0179,0.0179,0.0,0.0179,0.0,0.0,0.0089
1717,3.0,2.0,749.0,0.8385,0.02,0.0187,0.0227,0.0067,0.0,0.0,0.0,0.0935,0.1335
1718,3.0,2.0,232.0,0.8103,0.0603,0.0517,0.0172,0.0043,0.0086,0.0259,0.0043,0.0172,0.4655
1719,1.0,1.0,239.0,0.8619,0.1088,0.0167,0.0,0.0042,0.0,0.0084,0.0,0.0,0.272
1720,3.0,2.0,130.0,0.6846,0.0769,0.0769,0.0231,0.0231,0.0077,0.0308,0.0231,0.0538,0.5615
1721,3.0,2.0,1143.0,0.6343,0.1129,0.0936,0.0114,0.007,0.0,0.0569,0.0717,0.0122,0.4908
1722,3.0,1.0,6407.0,0.7767,0.0843,0.061,0.0114,0.0025,0.0012,0.0468,0.0111,0.005,0.4579
1723,1.0,1.0,50.0,0.96,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.88
1724,2.0,2.0,91.0,0.7033,0.0769,0.044,0.011,0.033,0.0,0.044,0.0,0.0879,0.3187
1725,3.0,2.0,6159.0,0.5512,0.2138,0.1114,0.02,0.0042,0.0034,0.0578,0.0221,0.0161,0.3993
1726,3.0,2.0,26.0,0.5385,0.0769,0.1538,0.0769,0.0,0.0,0.0,0.0,0.1538,1.0
1727,4.0,2.0,,,,,,,,,,,
1728,2.0,2.0,303.0,0.6865,0.0462,0.1221,0.0231,0.0165,0.0033,0.0231,0.0792,0.0,0.0
1729,4.0,2.0,,,,,,,,,,,
1730,2.0,1.0,2778.0,0.7433,0.0212,0.1166,0.0194,0.0144,0.0072,0.0497,0.0108,0.0173,0.3611
1731,3.0,2.0,840.0,0.6667,0.1571,0.0726,0.0095,0.0107,0.0095,0.0369,0.0357,0.0012,0.569
1732,3.0,2.0,1340.0,0.7709,0.0336,0.0187,0.0194,0.009,0.0075,0.0276,0.0694,0.044,0.4373
1733,2.0,1.0,1819.0,0.9082,0.0099,0.0319,0.0093,0.0038,0.0027,0.033,0.0005,0.0005,0.3749
1734,4.0,2.0,,,,,,,,,,,
1735,1.0,3.0,390.0,0.5692,0.1667,0.1821,0.0026,0.0231,0.0026,0.041,0.0,0.0128,0.8077
1736,3.0,2.0,1654.0,0.7606,0.0375,0.0798,0.0103,0.0121,0.0,0.0514,0.0054,0.0429,0.4528
1737,3.0,2.0,656.0,0.628,0.2607,0.0229,0.0137,0.0015,0.0015,0.0366,0.0168,0.0183,0.378
1738,1.0,1.0,35.0,0.9143,0.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1143
1739,2.0,1.0,8414.0,0.8089,0.033,0.0669,0.0155,0.0067,0.0017,0.057,0.0,0.0103,0.409
1740,3.0,2.0,543.0,0.7201,0.07,0.0516,0.0129,0.0018,0.0037,0.0184,0.0847,0.0368,0.4604
1741,3.0,1.0,1199.0,0.0359,0.7973,0.0359,0.0042,0.0008,0.0,0.0334,0.0317,0.0609,0.2919
1742,1.0,3.0,48.0,0.0625,0.875,0.0417,0.0,0.0,0.0,0.0208,0.0,0.0,0.0625
1743,1.0,3.0,72.0,0.5278,0.2222,0.0833,0.0139,0.0,0.0,0.1528,0.0,0.0,0.0
1744,2.0,1.0,2584.0,0.8897,0.0221,0.0433,0.0081,0.005,0.0012,0.0263,0.0043,0.0,0.3727
1745,1.0,3.0,134.0,0.7985,0.1493,0.0224,0.0,0.0,0.0,0.0224,0.0,0.0075,0.0746
1746,3.0,2.0,566.0,0.7332,0.0883,0.0389,0.0459,0.0018,0.0071,0.0318,0.0247,0.0283,0.1219
1747,3.0,2.0,724.0,0.6146,0.0787,0.1423,0.0497,0.011,0.0,0.0704,0.0083,0.0249,0.2583
1748,4.0,2.0,,,,,,,,,,,
1749,4.0,2.0,,,,,,,,,,,
1750,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1751,1.0,1.0,29.0,0.931,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0345
1752,3.0,1.0,1313.0,0.2582,0.5857,0.0282,0.0046,0.0038,0.0038,0.0358,0.0457,0.0343,0.3861
1753,3.0,2.0,4599.0,0.6177,0.1285,0.0502,0.0144,0.0054,0.0072,0.03,0.0894,0.0572,0.4399
1754,2.0,1.0,1757.0,0.9226,0.0131,0.0205,0.004,0.0102,0.0011,0.0205,0.0,0.008,0.8441
1755,3.0,2.0,339.0,0.6903,0.0767,0.0354,0.0442,0.0059,0.0059,0.0826,0.0,0.059,0.2979
1756,2.0,1.0,11784.0,0.5639,0.1769,0.1337,0.0266,0.0019,0.0024,0.0675,0.0063,0.0208,0.3863
1757,1.0,3.0,16.0,0.4375,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,3.0,2.0,5627.0,0.6415,0.1365,0.078,0.0334,0.0055,0.0,0.0307,0.0272,0.0471,0.3133
1759,1.0,3.0,68.0,0.8824,0.0441,0.0,0.0,0.0,0.0,0.0294,0.0,0.0441,0.0294
1760,1.0,3.0,223.0,0.6009,0.3229,0.0314,0.009,0.0,0.0045,0.0135,0.0,0.0179,0.0807
1761,1.0,2.0,872.0,0.7041,0.0505,0.0975,0.031,0.0149,0.0011,0.0092,0.0034,0.0883,0.6686
1762,2.0,1.0,1542.0,0.8742,0.0253,0.0266,0.0052,0.0045,0.0,0.0214,0.0233,0.0195,0.3489
